district_id,state,district,total_population,child_percent,youth_percent,adult_percent,senior_percent,male_percent,female_percent,literacy_rate,urban_percent,rural_percent,farmer_percent,service_holder_percent,business_percent,others_percent,avg_income,bank_penetration,post_offices_count,Post Office Monthly Income Scheme,Senior Citizen Savings Scheme,Public Provident Fund,Sukanya Samriddhi Yojana,Postal Life Insurance,Rural Postal Life Insurance,National Savings Certificate,Kisan Vikas Patra,Mahila Samman Savings Certificate
80,Bihar,Bihar_District_13,2475427,31.78893040606548,32.50078053798858,33.22565762196735,2.484631433978592,48.79482261208143,51.20517738791857,62.18307007420965,20.087639785065303,79.9123602149347,53.86338539239965,26.55907926037314,14.085235647705343,5.492299699521869,333905.90469754336,50.03634360259784,235,70870,34425,209270,161430,176971,335902,96855,480498,420529
81,Bihar,Bihar_District_14,2213469,34.51423907463408,34.217382032468684,33.75994870626174,0.0,52.26455248944896,47.73544751055104,65.70615357429244,72.97034444717096,27.02965555282904,25.358257586729653,15.308899009273485,27.268922744230228,32.06392065976664,487851.8718767246,59.79647439859916,411,114353,0,365298,149303,215241,176312,70616,159846,234760
82,Bihar,Bihar_District_15,1721662,30.727585949612457,37.64644503075989,26.327930735107383,5.298038284520263,50.063775949620414,49.936224050379586,75.58856649868828,56.92212791404227,43.07787208595773,39.74860900201979,15.343358151099189,28.550863205902864,16.357169640978157,261212.83324793854,46.278849842129524,263,68681,55581,261041,114322,222662,205744,66577,258352,229830
83,Bihar,Bihar_District_16,1674815,29.42442502278606,37.3989817970038,32.37569561102379,0.8008975691863469,51.555437458417984,48.444562541582016,89.1099048387405,25.40988029579268,74.59011970420732,40.685456893490276,22.01728403253871,21.255071255338894,16.04218781863212,691058.6371140854,75.82301635487721,400,55829,6824,203473,143088,99346,236852,66081,334508,226166
84,Bihar,Bihar_District_17,536933,30.096627218027226,33.15523377040679,33.102416529661745,3.6457224819042438,52.9614444804289,47.0385555195711,82.91980204223498,56.132975699205254,43.867024300794746,38.41703583287679,36.4315834673356,29.558259711382064,0.0,436179.52536497306,67.61195305974418,400,35106,12253,90167,41859,88688,65464,40993,62452,79382
85,Bihar,Bihar_District_18,1998447,31.950989097114995,39.32828686517254,25.339286232240262,3.3814378054722027,48.96493207012769,51.03506792987231,73.94330678100211,38.03326441576492,61.96673558423508,26.71809486826713,31.96412261543449,10.375138327558442,30.942644188739937,255867.71352839144,42.491795486071815,169,116143,38231,235680,190125,232846,187485,83005,278096,341450
86,Bihar,Bihar_District_19,2031350,30.914508931099302,38.99770721109147,32.93642123578021,0.0,48.94287344064636,51.05712655935364,86.61044183562069,17.030418526867408,82.96958147313259,44.995534385793476,27.376215221556464,16.87867404273096,10.7495763499191,575616.6578189393,52.1090390901208,114,67631,0,187178,154561,192407,309283,102522,403880,367850
87,Bihar,Bihar_District_20,1073296,30.76024895861357,39.018964427082516,25.0858889100391,5.134897704264812,51.95118400095177,48.04881599904823,61.09043355705907,27.661009902429637,72.33899009757036,55.53611674109513,18.603193868558563,28.36412220946222,0.0,527148.0610937164,50.23695092990578,258,35494,35321,128434,77879,114970,139143,52471,229386,170422
88,Bihar,Bihar_District_21,1697735,28.97583151557718,30.78018924966949,32.420689134234934,7.823290100518392,51.94895321903513,48.05104678096487,71.71392396692212,38.32121446142476,61.67878553857524,36.44641618886366,15.143424537418557,18.364065071559548,30.046094202158233,304572.94694640517,78.3967873171268,389,72404,68177,156387,123670,96220,234458,44544,339015,178817
89,Bihar,Bihar_District_22,1159285,34.98626352468604,33.46459917967837,31.819084500296153,0.0,50.973409450875124,49.026590549124876,91.296053801644,75.26525030484378,24.734749695156225,58.32763336916492,20.299798962176737,12.412138388526746,8.960429280131596,797237.1801279455,60.96646820282947,270,82569,0,164331,98830,102387,119508,35491,155500,183902
90,Bihar,Bihar_District_23,618579,26.972843740174774,30.291860085857376,29.440644214123125,13.294651959844728,51.64253345294466,48.35746654705534,90.84295895816459,64.18376020169067,35.816239798309326,38.60884309275576,39.20712946319037,27.293945467864532,0.0,771997.4615625715,80.9794062812378,257,42388,38813,145277,38665,82620,58568,33158,65843,86628
91,Bihar,Bihar_District_24,1614034,26.51541662188502,30.900056694832905,32.81834340084574,9.76618328243633,52.038629913335626,47.961370086664374,67.92747193230846,14.711459639480216,85.28854036051979,54.20701473263141,39.76830288549904,28.158552208173944,0.0,375677.5871600125,60.22577966834963,216,68791,100609,230529,108093,175680,307227,88044,356209,256644
92,Bihar,Bihar_District_25,1009532,30.440486406931093,35.95817076033883,27.59619794864853,6.0051448840815524,49.34174171240414,50.65825828759586,87.08006112558883,76.48848838592706,23.511511614072944,25.443326315464574,27.24078433823096,14.265705986862,33.050183359442464,636278.7697888006,71.69672797423085,350,77799,38781,165105,75439,143491,57137,42378,91833,174210
93,Bihar,Bihar_District_26,2987781,31.053154068548164,32.89258212364919,26.19170332179734,9.8625604860053,52.42013715044148,47.57986284955852,63.87031449273201,44.137911484186915,55.862088515813085,30.986170027314923,36.574669884059226,12.52638891163739,19.912771176988457,326281.296754271,69.34912399939418,344,225857,155101,376949,221229,292885,341696,146880,522977,371065
94,Bihar,Bihar_District_27,2621410,33.07389863523534,32.92479480969557,32.372287446063766,1.629019109005327,48.192153143331595,51.807846856668405,83.55718658464306,28.28162528517996,71.71837471482004,47.33565799624302,39.254735795486056,20.153432408027186,0.0,773932.7864757786,40.22323814279598,191,105472,23379,478432,181343,309099,465332,186019,633570,452288
95,Bihar,Bihar_District_28,2848104,30.78627366543173,33.08555169724035,34.855009288738984,1.2731653485889325,48.45541067623592,51.54458932376408,60.815451419231984,25.228420026698682,74.77157997330131,48.297054139569006,38.27507734761956,14.926611980507683,0.0,399136.33200897806,75.70315266684338,138,129734,18876,299607,219516,217042,426540,122857,489828,536838
96,Bihar,Bihar_District_29,2547890,25.934146680042264,36.876029543019314,34.950841974153164,2.2389818027852613,49.293480872693806,50.706519127306194,85.67736596676907,62.163782273003584,37.836217726996416,41.71365897087887,38.74215440931899,16.028277486861427,3.5159091329407133,653918.5393049086,46.491020510325654,303,150376,33605,392102,166783,387496,256974,170026,350488,490153
97,Bihar,Bihar_District_30,2967661,33.16224597302169,37.774200041362526,33.00670461772163,0.0,51.869174972308485,48.130825027691515,72.9615898094676,10.20402356062501,89.79597643937498,59.789092285633544,15.575813762167066,22.443848252526937,2.1912456996724536,569664.5987553094,45.978644189329756,437,51003,0,233918,239831,213048,624770,100696,920691,413008
98,Bihar,Bihar_District_31,510822,33.803835226184404,35.628492877056246,26.945670978143998,3.6220009186153526,48.005668454166525,51.994331545833475,72.89559016652393,56.28719765269786,43.71280234730214,26.67661606089967,38.66786315864243,21.506096118748854,13.149424661709038,629105.2445749855,54.513617869997965,490,39169,8608,107983,42189,76318,53296,32313,64019,72246
99,Bihar,Bihar_District_32,701422,26.6624921099541,37.30291781338372,27.921034078321217,8.11355599834096,52.04890992452938,47.95109007547062,84.86536003733741,16.561787240389513,83.43821275961048,48.00195209581047,30.652512015589096,28.25648193882155,0.0,549396.8151230282,44.06721693789808,451,26868,32434,77439,51832,75074,108341,41943,122247,108125
100,Bihar,Bihar_District_33,2552658,29.539796313904382,37.07914307839321,28.73681178623427,4.644248821468132,52.05825466993845,47.94174533006155,74.2602879950527,29.53577196909115,70.46422803090886,42.18699434265765,31.91018101955558,24.307602499108338,1.5952221386784338,443412.996214879,70.42018178636417,387,118384,66301,406852,150244,223965,320613,145758,422085,344783
101,Bihar,Bihar_District_34,991341,28.917800458680645,34.6341834276581,30.834708285903176,5.613307827758078,52.62433251343928,47.37566748656072,85.44858864588241,34.149505654415286,65.8504943455847,53.109018221325485,17.133167704938277,13.494801776836301,16.263012296899937,219705.13075910736,47.82151011424526,284,45159,33160,92766,76675,52907,173928,24036,213025,137540
102,Bihar,Bihar_District_35,1898378,25.386240106839992,30.25614804834863,29.16343345863421,15.194178386177164,51.41671703755598,48.58328296244402,86.66896303250513,43.34008903989542,56.65991096010458,55.45794112040588,15.798336217418976,19.407254069759503,9.336468592415642,582290.2812097266,64.48040485516769,302,131071,153517,206017,117753,138278,261691,64321,375822,291620
103,Bihar,Bihar_District_36,532309,27.331305813903555,39.66161240990003,29.595946576088366,3.411135200108049,50.209399192613006,49.790600807386994,73.72903969760085,47.85685960211126,52.14314039788874,49.79837723809835,39.11369114930531,23.95761627440839,0.0,744978.2819127124,66.3185106671302,147,34167,11026,73410,39562,83637,78348,27035,84938,98482
104,Bihar,Bihar_District_37,2111823,29.985175769010176,33.29499978338632,34.60225833441306,2.117566113190456,50.07024497656412,49.92975502343588,85.22274038984492,23.079328025109433,76.92067197489057,58.45823647806234,30.488426704561306,18.446714429151733,0.0,171877.6042674825,68.96761425093706,370,97838,20948,210674,134209,206242,350133,108610,514838,276428
105,Bihar,Bihar_District_38,937448,28.337423248012318,37.86409183147012,27.250349019701495,6.548135900816071,49.896925723616896,50.103074276383104,93.34293188904459,78.50550337537628,21.49449662462372,32.623782679873045,23.8399436768675,17.56237853153795,25.973895111721507,274027.9607583448,59.682500636007006,180,60227,39644,183147,56581,140792,65671,44804,114540,116938
106,Chhattisgarh,Chhattisgarh_District_1,643348,33.14801943252469,35.892120291078804,29.90221694097239,1.057643335424114,49.03667321909445,50.96332678090555,85.52273455865692,65.13820468743194,34.86179531256806,44.539233858001005,18.27884817936181,27.266119188462458,9.915798774174728,665316.8610616189,77.3018349480044,491,41512,3397,102908,60540,78977,71218,34092,101008,108124
107,Chhattisgarh,Chhattisgarh_District_2,1949326,31.521527170668154,31.29588876001619,32.40458146913662,4.778002600179036,50.61108196922833,49.38891803077167,73.0602694297202,78.67544727026643,21.32455272973357,41.75446636844943,31.42889503545685,11.261387238564012,15.555251357529709,651370.1373335383,58.250475718706,447,151896,57457,298451,149421,214964,126621,89301,276180,314098
108,Chhattisgarh,Chhattisgarh_District_3,2397680,29.99125669969043,31.051619624807763,28.280096497520592,10.677027177981206,49.99978322406335,50.00021677593665,76.22671997348145,12.81120443238699,87.18879556761301,26.92906403553434,39.00601478627459,22.610630238789287,11.454290939401783,527494.8960947362,49.457410737784826,459,145615,131397,315581,196432,228983,357413,139979,456676,461607
109,Chhattisgarh,Chhattisgarh_District_4,1968618,32.34631998826974,38.46330694058413,32.65873406788899,0.0,48.80350065987564,51.19649934012436,84.94683726568184,45.05227402199638,54.94772597800362,42.877260529104646,32.08935920170228,13.38988885222605,11.643491416967024,279625.1300891297,82.39468406942575,152,84632,0,272337,187209,187740,250499,101742,264438,265969
110,Chhattisgarh,Chhattisgarh_District_5,2644386,27.614042081410034,33.81079500889287,27.7390525777965,10.8361103319006,48.078555179863365,51.921444820136635,72.67834870758713,49.6345090211267,50.3654909788733,23.33726065839009,31.164184151312455,13.248554126410566,32.250001063886884,452966.6985814953,78.47179157350217,143,153066,176562,457106,177860,270614,282201,125741,330338,378752
111,Chhattisgarh,Chhattisgarh_District_6,2249618,28.75996264018708,35.248545828508156,26.554199896110106,9.437291635194654,49.341583544294366,50.658416455705634,83.36572260055097,68.43061089425103,31.569389105748968,35.37683480993422,32.49689281617678,29.31382848201498,2.8124438918740147,440617.22747862857,63.13700891160373,183,151379,100884,413543,147565,294673,150893,140946,235861,342012
112,Chhattisgarh,Chhattisgarh_District_7,2764191,32.392755437651765,32.08375913711027,29.44519145700448,6.078293968233478,48.451925175730246,51.548074824269754,86.95523143116027,15.064580069561977,84.93541993043803,44.08774699383787,16.13151841551257,14.70844573603179,25.072288854617767,558462.7809404857,47.06338276955243,103,88296,86427,230610,267215,130295,411742,93181,652489,394531
113,Chhattisgarh,Chhattisgarh_District_8,2249778,28.46406504912537,39.48153950071651,30.50194147089469,1.5524539792634364,50.16668893116259,49.83331106883741,70.71717943472329,50.20459381007374,49.79540618992626,22.28106479013084,25.495566391753563,25.85469935200246,26.368669466113136,418048.39924140647,57.347362193069415,320,112996,19530,292183,129388,296773,167602,119113,201583,286628
114,Chhattisgarh,Chhattisgarh_District_9,1899337,25.965630525510342,33.95813168836894,31.57496366659077,8.50127411952996,52.377770423022405,47.622229576977595,87.82883244946578,26.31667074381592,73.68332925618408,45.2650536199868,24.822825607222654,25.115328113730463,4.796792659060081,734902.039834882,76.5115750860202,203,70482,81485,282170,95956,167966,249066,92043,421280,230601
115,Chhattisgarh,Chhattisgarh_District_10,661397,32.18912039676259,35.315209318466536,33.54149894697708,0.0,49.009063675134094,50.990936324865906,70.43696578405122,39.6422685791113,60.3577314208887,47.54203077205536,22.653317712793186,16.22087190041121,13.58377961474024,244741.43120036175,66.3003190417486,321,29229,0,88032,58096,67637,85324,22567,149992,109433
116,Chhattisgarh,Chhattisgarh_District_11,1072088,27.688192193272002,33.72391264036895,25.90139665605263,12.686498510306418,48.90206568711807,51.09793431288193,75.30627170526422,53.62814088426769,46.37185911573231,27.00920973693727,23.179384295303464,13.632289792343489,36.179116175415786,697096.5283779218,49.462064024490324,454,72557,64651,109551,88829,96163,121946,41053,119372,177589
117,Chhattisgarh,Chhattisgarh_District_12,967213,30.787832429982025,36.6822604162875,31.447331674130318,1.082575479600166,50.127583992268555,49.872416007731445,83.14256672673574,44.26211768998893,55.73788231001107,52.985982595684774,37.2644380785664,25.853219804180306,0.0,569685.9767743682,44.11348901128575,77,51913,6729,128986,85021,112852,144362,73038,161390,134585
118,Chhattisgarh,Chhattisgarh_District_13,1590042,28.86923479211696,34.90629757325582,33.16685980316694,3.057607831460281,51.83209512786837,48.16790487213163,60.24662859792547,60.58345415764424,39.41654584235576,58.888882838521795,23.16626824766511,18.457077761770172,0.0,519454.3729587504,53.06045833731504,71,72509,26236,260737,116149,153568,203143,53764,252059,212792
119,Chhattisgarh,Chhattisgarh_District_14,2527992,33.42430798464282,34.94522960434063,31.159515744574218,0.47094666644232674,48.75650580529133,51.24349419470867,78.05243515651284,64.0963043350737,35.9036956649263,55.6932812628329,19.267811776053122,17.33787274237035,7.701034218743629,234139.52007036452,43.81459779133887,428,165935,6110,287691,242037,285831,235524,78388,343685,400665
120,Chhattisgarh,Chhattisgarh_District_15,1118022,30.34859232429887,30.112112068420483,33.984678054809976,5.554617552470674,51.45668681253028,48.54331318746972,85.67404871911205,51.694458518693274,48.305541481306726,21.052388473230188,23.179489387093636,21.211010968125386,34.55711117155078,274964.05096173735,48.68496215202907,433,65607,33657,151866,98819,145830,91225,44481,145878,181723
